Generación,Media,Mejor,Peor,Cruzas,Mutaciones,Mejor_FX,Variables
1,0.002063,0.002374,0.001996,5,10,420.144317,-33.883 -19.704 
2,0.014587,0.126522,0.001996,5,10,6.903759,-15.967 -15.725 
3,0.087469,0.126522,0.002014,5,10,6.903759,-15.967 -15.725 
4,0.092378,0.126522,0.002656,5,10,6.903759,-15.967 -15.725 
5,0.084321,0.126522,0.002063,5,10,6.903759,-15.967 -15.725 
6,0.116100,0.126522,0.093558,5,10,6.903759,-15.967 -15.725 
7,0.090407,0.126522,0.005221,5,10,6.903759,-15.967 -15.725 
8,0.117300,0.126522,0.060613,5,10,6.903759,-15.967 -15.725 
9,0.110932,0.126522,0.002023,5,10,6.903759,-15.967 -15.725 
10,0.108480,0.126522,0.002006,5,10,6.903759,-15.967 -15.725 
11,0.080603,0.126522,0.002803,5,10,6.903759,-15.967 -15.725 
12,0.103185,0.126522,0.002004,5,10,6.903759,-15.967 -15.725 
13,0.092576,0.126522,0.001997,5,10,6.903759,-15.967 -15.725 
14,0.077152,0.126522,0.002004,5,10,6.903759,-15.967 -15.725 
15,0.115759,0.143678,0.064865,5,10,5.959998,-32.552 -15.607 
16,0.075278,0.143678,0.002047,5,10,5.959998,-32.552 -15.607 
17,0.074677,0.143678,0.002035,5,10,5.959998,-32.552 -15.607 
18,0.062025,0.143678,0.002005,5,10,5.959998,-32.552 -15.607 
19,0.079653,0.143678,0.002008,5,10,5.959998,-32.552 -15.607 
20,0.101727,0.143825,0.002006,5,10,5.952885,-31.616 -15.473 
21,0.085801,0.143825,0.002089,5,10,5.952885,-31.616 -15.473 
22,0.081297,0.143882,0.001997,5,10,5.950139,-32.271 -15.473 
23,0.136142,0.144232,0.121308,5,10,5.933272,-32.284 -15.602 
24,0.073726,0.144232,0.002005,5,10,5.933272,-32.284 -15.602 
25,0.088521,0.144232,0.002004,5,10,5.933272,-32.284 -15.602 
26,0.060854,0.144316,0.002018,5,10,5.929239,-32.271 -16.128 
27,0.114184,0.144316,0.002038,5,10,5.929239,-32.271 -16.128 
28,0.119002,0.144316,0.002155,5,10,5.929239,-32.271 -16.128 
29,0.079377,0.144316,0.002005,5,10,5.929239,-32.271 -16.128 
30,0.109498,0.144316,0.002000,5,10,5.929239,-32.271 -16.128 
31,0.058953,0.144316,0.002004,5,10,5.929239,-32.271 -16.128 
32,0.106941,0.144320,0.045928,5,10,5.929061,-32.245 -16.128 
33,0.105133,0.144320,0.002004,5,10,5.929061,-32.245 -16.128 
34,0.120802,0.144320,0.002009,5,10,5.929061,-32.245 -16.128 
35,0.106722,0.144320,0.002005,5,10,5.929061,-32.245 -16.128 
36,0.129578,0.144320,0.002010,5,10,5.929061,-32.245 -16.128 
37,0.109295,0.144320,0.002005,5,10,5.929061,-32.245 -16.128 
38,0.128947,0.144320,0.002487,5,10,5.929061,-32.245 -16.128 
39,0.100522,0.144320,0.002009,5,10,5.929061,-32.245 -16.128 
40,0.129462,0.144320,0.002496,5,10,5.929061,-32.245 -16.128 
41,0.083095,0.144320,0.001996,5,10,5.929061,-32.245 -16.128 
42,0.136617,0.144320,0.073531,5,10,5.929061,-32.245 -16.128 
43,0.115307,0.144320,0.002006,5,10,5.929061,-32.245 -16.128 
