Generación,Media,Mejor,Peor,Cruzas,Mutaciones,Mejor_FX,Variables
1,0.00208003,0.00263045,0.00199602,5,10,379.163,-35.3228 13.5666 
2,0.0020701,0.00263045,0.00199602,5,10,379.163,-35.3228 13.5666 
3,0.0021341,0.00263045,0.00199601,5,10,379.163,-35.3228 13.5666 
4,0.0022165,0.00273328,0.00199621,5,10,364.861,-35.3178 15.1046 
5,0.00214762,0.00273328,0.00199619,5,10,364.861,-35.3178 15.1046 
6,0.00215909,0.00277085,0.00199619,5,10,359.9,-35.2908 -1.24951 
7,0.00548846,0.0282992,0.00199619,5,10,34.3367,-30.3407 15.8016 
8,0.00796404,0.0282992,0.00205855,5,10,34.3367,-30.3407 15.8016 
9,0.0111813,0.0375559,0.00205668,5,10,25.627,30.3967 -15.4496 
10,0.0109288,0.0375559,0.00199604,5,10,25.627,30.3967 -15.4496 
11,0.016808,0.0581145,0.00200897,5,10,16.2074,-31.0467 15.7906 
12,0.0184455,0.0581145,0.00199619,5,10,16.2074,-31.0467 15.7906 
13,0.0285865,0.0581592,0.00200543,5,10,16.1942,-31.0497 15.9656 
14,0.0365908,0.0925585,0.00199601,5,10,9.80398,32.0707 -15.7906 
15,0.0403963,0.0925592,0.00199608,5,10,9.8039,32.0707 -15.9776 
16,0.0506861,0.143536,0.00204659,5,10,5.96689,-31.4177 -15.9826 
17,0.0388937,0.143536,0.00199607,5,10,5.96689,-31.4177 -15.9826 
18,0.0544968,0.143536,0.00200426,5,10,5.96689,-31.4177 -15.9826 
19,0.0376335,0.143536,0.00201028,5,10,5.96689,-31.4177 -15.9826 
20,0.0420485,0.143536,0.00202388,5,10,5.96689,-31.4177 -15.9826 
21,0.0432475,0.143536,0.00201948,5,10,5.96689,-31.4177 -15.9826 
22,0.0534884,0.143536,0.00201711,5,10,5.96689,-31.4177 -15.9826 
23,0.0472591,0.143536,0.00200484,5,10,5.96689,-31.4177 -15.9826 
24,0.0818562,0.250636,0.00199615,5,10,2.98986,-0.0575004 -32.4457 
25,0.0511773,0.250636,0.00199609,5,10,2.98986,-0.0575004 -32.4457 
26,0.0746918,0.250788,0.00201219,5,10,2.98743,-0.0575004 -32.4187 
27,0.122788,0.251123,0.00199611,5,10,2.98211,-0.0575004 -32.0937 
28,0.110781,0.459425,0.00199601,5,10,1.17663,-32.7117 -32.6057 
29,0.238572,0.500487,0.0401088,5,10,0.998055,-31.8077 -31.9057 
30,0.129215,0.500487,0.00201015,5,10,0.998055,-31.8077 -31.9057 
31,0.161295,0.500487,0.00200379,5,10,0.998054,-31.8077 -31.9187 
32,0.128713,0.500487,0.00200955,5,10,0.998054,-31.8077 -31.9187 
33,0.0985761,0.500487,0.00200939,5,10,0.998054,-31.8077 -31.9187 
34,0.191361,0.500487,0.0019961,5,10,0.998054,-31.8077 -31.9187 
35,0.0932978,0.500487,0.00201028,5,10,0.998054,-31.8077 -31.9187 
36,0.12904,0.500487,0.00199607,5,10,0.998054,-31.8077 -31.9187 
37,0.125571,0.500487,0.00199985,5,10,0.998054,-31.8077 -31.9187 
