Generación,Costo,Permutación
1,441724,8 9 12 3 4 0 6 10 13 11 5 1 2 14 7 
2,441724,8 9 12 3 4 0 6 10 13 11 5 1 2 14 7 
3,436794,1 10 4 13 11 7 6 5 3 8 0 2 14 12 9 
4,436794,1 10 4 13 11 7 6 5 3 8 0 2 14 12 9 
5,436794,1 10 4 13 11 7 6 5 3 8 0 2 14 12 9 
6,436794,1 10 4 13 11 7 6 5 3 8 0 2 14 12 9 
7,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
8,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
9,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
10,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
11,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
12,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
13,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
14,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
15,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
16,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
17,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
18,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
19,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
20,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
21,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
22,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
23,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
24,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
25,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
26,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
27,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
28,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
29,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
30,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
31,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
32,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
33,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
34,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
35,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
36,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
37,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
38,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
39,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
40,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
41,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
42,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
43,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
44,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
45,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
46,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
47,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
48,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
49,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
50,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
51,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
52,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
53,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
54,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
55,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
56,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
57,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
58,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
59,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
60,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
61,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
62,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
63,429174,1 10 4 8 13 7 6 5 3 11 0 2 14 12 9 
64,426898,9 10 2 12 7 14 6 5 3 11 0 1 8 13 4 
65,426898,9 10 2 12 7 14 6 5 3 11 0 1 8 13 4 
66,426898,9 10 2 12 7 14 6 5 3 11 0 1 8 13 4 
67,426898,9 10 2 12 7 14 6 5 3 11 0 1 8 13 4 
68,426898,9 10 2 12 7 14 6 5 3 11 0 1 8 13 4 
69,426898,9 10 2 12 7 14 6 5 3 11 0 1 8 13 4 
70,426898,9 10 2 12 7 14 6 5 3 11 0 1 8 13 4 
71,426898,9 10 2 12 7 14 6 5 3 11 0 1 8 13 4 
72,426898,9 10 2 12 7 14 6 5 3 11 0 1 8 13 4 
73,426898,9 10 2 12 7 14 6 5 3 11 0 1 8 13 4 
74,426898,9 10 2 12 7 14 6 5 3 11 0 1 8 13 4 
75,426898,9 10 2 12 7 14 6 5 3 11 0 1 8 13 4 
76,426898,9 10 2 12 7 14 6 5 3 11 0 1 8 13 4 
77,426898,9 10 2 12 7 14 6 5 3 11 0 1 8 13 4 
78,426898,9 10 2 12 7 14 6 5 3 11 0 1 8 13 4 
79,426898,9 10 2 12 7 14 6 5 3 11 0 1 8 13 4 
80,426898,9 10 2 12 7 14 6 5 3 11 0 1 8 13 4 
81,426898,9 10 2 12 7 14 6 5 3 11 0 1 8 13 4 
82,426898,9 10 2 12 7 14 6 5 3 11 0 1 8 13 4 
83,426898,9 10 2 12 7 14 6 5 3 11 0 1 8 13 4 
84,426898,9 10 2 12 7 14 6 5 3 11 0 1 8 13 4 
85,426898,9 10 2 12 7 14 6 5 3 11 0 1 8 13 4 
86,426898,9 10 2 12 7 14 6 5 3 11 0 1 8 13 4 
87,426898,9 10 2 12 7 14 6 5 3 11 0 1 8 13 4 
88,426898,9 10 2 12 7 14 6 5 3 11 0 1 8 13 4 
