Generación,Costo,Permutación
1,441964,9 13 12 3 14 1 11 5 7 8 6 4 2 10 0 
2,441964,9 13 12 3 14 1 11 5 7 8 6 4 2 10 0 
3,441964,9 13 12 3 14 1 11 5 7 8 6 4 2 10 0 
4,441964,9 13 12 3 14 1 11 5 7 8 6 4 2 10 0 
5,441964,9 13 12 3 14 1 11 5 7 8 6 4 2 10 0 
6,441964,9 13 12 3 14 1 11 5 7 8 6 4 2 10 0 
7,432808,1 14 11 4 13 0 3 2 5 9 7 8 6 10 12 
8,432808,1 14 11 4 13 0 3 2 5 9 7 8 6 10 12 
9,432808,1 14 11 4 13 0 3 2 5 9 7 8 6 10 12 
10,432808,1 14 11 4 13 0 3 2 5 9 7 8 6 10 12 
11,432808,1 14 11 4 13 0 3 2 5 9 7 8 6 10 12 
12,432808,1 14 11 4 13 0 3 2 5 9 7 8 6 10 12 
13,432808,1 14 11 4 13 0 3 2 5 9 7 8 6 10 12 
14,428080,5 14 11 12 2 1 4 8 3 0 10 6 7 13 9 
15,428080,5 14 11 12 2 1 4 8 3 0 10 6 7 13 9 
16,428080,5 14 11 12 2 1 4 8 3 0 10 6 7 13 9 
17,428080,5 14 11 12 2 1 4 8 3 0 10 6 7 13 9 
18,422012,11 0 1 7 9 10 4 2 8 12 13 14 6 3 5 
19,422012,11 0 1 7 9 10 4 2 8 12 13 14 6 3 5 
20,422012,11 0 1 7 9 10 4 2 8 12 13 14 6 3 5 
21,422012,11 0 1 7 9 10 4 2 8 12 13 14 6 3 5 
22,422012,11 0 1 7 9 10 4 2 8 12 13 14 6 3 5 
23,422012,11 0 1 7 9 10 4 2 8 12 13 14 6 3 5 
24,422012,11 0 1 7 9 10 4 2 8 12 13 14 6 3 5 
25,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
26,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
27,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
28,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
29,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
30,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
31,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
32,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
33,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
34,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
35,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
36,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
37,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
38,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
39,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
40,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
41,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
42,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
43,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
44,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
45,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
46,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
47,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
48,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
49,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
50,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
51,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
52,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
53,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
54,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
55,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
56,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
57,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
58,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
59,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
60,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
61,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
62,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
63,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
64,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
65,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
66,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
67,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
68,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
69,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
70,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
71,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
72,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
73,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
74,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
75,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
76,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
77,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
78,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
79,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
80,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
81,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
82,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
83,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
84,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
85,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
86,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
87,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
88,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
89,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
90,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
91,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
92,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
93,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
94,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
95,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
96,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
97,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
98,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
99,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
100,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
101,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
102,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
103,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
104,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
105,421830,1 3 11 5 7 4 6 0 2 14 13 9 8 10 12 
