Generación,Media,Mejor,Peor,Cruzas,Mutaciones,Inversiones,Costo,Permutación
1,2.05375e-06,2.31964e-06,1.89902e-06,50,100,100,431100,10 9 12 6 0 2 11 13 8 5 7 1 14 4 3 
2,2.0456e-06,2.31964e-06,1.89196e-06,50,100,100,431100,10 9 12 6 0 2 11 13 8 5 7 1 14 4 3 
3,2.0525e-06,2.31964e-06,1.88133e-06,50,100,100,431100,10 9 12 6 0 2 11 13 8 5 7 1 14 4 3 
4,2.03912e-06,2.31964e-06,1.92401e-06,50,100,100,431100,10 9 12 6 0 2 11 13 8 5 7 1 14 4 3 
5,2.06441e-06,2.31964e-06,1.92276e-06,50,100,100,431100,10 9 12 6 0 2 11 13 8 5 7 1 14 4 3 
6,2.05434e-06,2.31964e-06,1.90295e-06,50,100,100,431100,10 9 12 6 0 2 11 13 8 5 7 1 14 4 3 
7,2.05545e-06,2.31964e-06,1.90599e-06,50,100,100,431100,10 9 12 6 0 2 11 13 8 5 7 1 14 4 3 
8,2.05478e-06,2.31964e-06,1.91207e-06,50,100,100,431100,10 9 12 6 0 2 11 13 8 5 7 1 14 4 3 
9,2.04793e-06,2.31964e-06,1.91795e-06,50,100,100,431100,10 9 12 6 0 2 11 13 8 5 7 1 14 4 3 
10,2.04988e-06,2.31964e-06,1.88811e-06,50,100,100,431100,10 9 12 6 0 2 11 13 8 5 7 1 14 4 3 
11,2.04745e-06,2.31964e-06,1.89599e-06,50,100,100,431100,10 9 12 6 0 2 11 13 8 5 7 1 14 4 3 
12,2.04647e-06,2.31964e-06,1.89654e-06,50,100,100,431100,10 9 12 6 0 2 11 13 8 5 7 1 14 4 3 
13,2.0565e-06,2.31964e-06,1.90823e-06,50,100,100,431100,10 9 12 6 0 2 11 13 8 5 7 1 14 4 3 
14,2.06191e-06,2.31964e-06,1.90493e-06,50,100,100,431100,10 9 12 6 0 2 11 13 8 5 7 1 14 4 3 
15,2.05852e-06,2.36083e-06,1.90263e-06,50,100,100,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
16,2.04699e-06,2.36083e-06,1.92688e-06,50,100,100,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
17,2.05272e-06,2.36083e-06,1.90326e-06,50,100,100,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
18,2.06304e-06,2.36083e-06,1.88309e-06,50,100,100,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
19,2.06114e-06,2.36083e-06,1.93403e-06,50,100,100,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
20,2.04812e-06,2.36083e-06,1.88311e-06,50,100,100,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
21,2.04437e-06,2.36083e-06,1.91165e-06,50,100,100,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
22,2.06143e-06,2.36083e-06,1.92369e-06,50,100,100,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
23,2.05947e-06,2.36083e-06,1.93234e-06,50,100,100,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
24,2.05085e-06,2.36083e-06,1.90644e-06,50,100,100,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
25,2.04726e-06,2.36083e-06,1.91204e-06,50,100,100,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
26,2.0445e-06,2.36083e-06,1.88451e-06,50,100,100,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
27,2.0655e-06,2.36083e-06,1.90474e-06,50,100,100,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
28,2.07918e-06,2.36083e-06,1.93719e-06,50,100,100,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
29,2.07327e-06,2.36083e-06,1.92468e-06,50,100,100,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
30,2.06153e-06,2.36083e-06,1.86548e-06,50,100,100,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
31,2.06928e-06,2.36083e-06,1.89659e-06,50,100,100,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
32,2.06084e-06,2.36083e-06,1.8949e-06,50,100,100,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
33,2.06498e-06,2.36083e-06,1.93726e-06,50,100,100,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
34,2.06414e-06,2.36083e-06,1.92271e-06,50,100,100,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
35,2.05832e-06,2.36083e-06,1.91113e-06,50,100,100,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
36,2.06392e-06,2.36083e-06,1.927e-06,50,100,100,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
37,2.05809e-06,2.36083e-06,1.92103e-06,50,100,100,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
38,2.07235e-06,2.36083e-06,1.91904e-06,50,100,100,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
39,2.06067e-06,2.36083e-06,1.91365e-06,50,100,100,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
40,2.06794e-06,2.36083e-06,1.92227e-06,50,100,100,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
41,2.04607e-06,2.36083e-06,1.91325e-06,50,100,100,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
42,2.05726e-06,2.36083e-06,1.87128e-06,50,100,100,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
