Generación,Costo,Permutación
1,431100,10 9 12 6 0 2 11 13 8 5 7 1 14 4 3 
2,431100,10 9 12 6 0 2 11 13 8 5 7 1 14 4 3 
3,431100,10 9 12 6 0 2 11 13 8 5 7 1 14 4 3 
4,431100,10 9 12 6 0 2 11 13 8 5 7 1 14 4 3 
5,431100,10 9 12 6 0 2 11 13 8 5 7 1 14 4 3 
6,431100,10 9 12 6 0 2 11 13 8 5 7 1 14 4 3 
7,431100,10 9 12 6 0 2 11 13 8 5 7 1 14 4 3 
8,431100,10 9 12 6 0 2 11 13 8 5 7 1 14 4 3 
9,431100,10 9 12 6 0 2 11 13 8 5 7 1 14 4 3 
10,431100,10 9 12 6 0 2 11 13 8 5 7 1 14 4 3 
11,431100,10 9 12 6 0 2 11 13 8 5 7 1 14 4 3 
12,431100,10 9 12 6 0 2 11 13 8 5 7 1 14 4 3 
13,431100,10 9 12 6 0 2 11 13 8 5 7 1 14 4 3 
14,431100,10 9 12 6 0 2 11 13 8 5 7 1 14 4 3 
15,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
16,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
17,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
18,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
19,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
20,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
21,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
22,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
23,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
24,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
25,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
26,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
27,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
28,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
29,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
30,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
31,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
32,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
33,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
34,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
35,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
36,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
37,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
38,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
39,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
40,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
41,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
42,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
43,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
44,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
45,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
46,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
47,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
48,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
49,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
50,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
51,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
52,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
53,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
54,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
55,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
56,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
57,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
58,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
59,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
60,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
61,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
62,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
63,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
64,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
65,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
66,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
67,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
68,423578,10 13 11 0 8 4 1 2 7 5 3 9 6 14 12 
69,419164,10 2 11 0 14 4 13 8 7 5 3 9 6 1 12 
70,419164,10 2 11 0 14 4 13 8 7 5 3 9 6 1 12 
71,419164,10 2 11 0 14 4 13 8 7 5 3 9 6 1 12 
72,419164,10 2 11 0 14 4 13 8 7 5 3 9 6 1 12 
73,419164,10 2 11 0 14 4 13 8 7 5 3 9 6 1 12 
74,419164,10 2 11 0 14 4 13 8 7 5 3 9 6 1 12 
75,419164,10 2 11 0 14 4 13 8 7 5 3 9 6 1 12 
76,419164,10 2 11 0 14 4 13 8 7 5 3 9 6 1 12 
77,419164,10 2 11 0 14 4 13 8 7 5 3 9 6 1 12 
78,419164,10 2 11 0 14 4 13 8 7 5 3 9 6 1 12 
79,419164,10 2 11 0 14 4 13 8 7 5 3 9 6 1 12 
80,419164,10 2 11 0 14 4 13 8 7 5 3 9 6 1 12 
81,419164,10 2 11 0 14 4 13 8 7 5 3 9 6 1 12 
82,419164,10 2 11 0 14 4 13 8 7 5 3 9 6 1 12 
83,419164,10 2 11 0 14 4 13 8 7 5 3 9 6 1 12 
84,419164,10 2 11 0 14 4 13 8 7 5 3 9 6 1 12 
85,419164,10 2 11 0 14 4 13 8 7 5 3 9 6 1 12 
86,419164,10 2 11 0 14 4 13 8 7 5 3 9 6 1 12 
87,419164,10 2 11 0 14 4 13 8 7 5 3 9 6 1 12 
88,419164,10 2 11 0 14 4 13 8 7 5 3 9 6 1 12 
89,419164,10 2 11 0 14 4 13 8 7 5 3 9 6 1 12 
